report_id,category,district,amount,risk_score,status
SX-101055,scam_call,Kolkata,60857,93,verified
SX-101056,upi_fraud,Bengaluru,409903,75,verified
SX-101057,counterfeit,Chennai,682300,62,investigating
SX-101058,scam_call,Kolkata,167968,16,resolved
SX-101059,phishing,Lucknow,677870,97,resolved
SX-101060,phishing,Kolkata,718977,39,submitted
SX-101061,digital_arrest,Jaipur,502538,83,resolved
SX-101062,counterfeit,Bengaluru,473012,46,investigating
SX-101063,counterfeit,Lucknow,513840,62,resolved
SX-101064,digital_arrest,Bengaluru,286818,25,resolved
SX-101065,phishing,Chennai,388359,84,verified
SX-101066,digital_arrest,Lucknow,457363,76,submitted
SX-101067,digital_arrest,Jaipur,310028,85,investigating
SX-101068,upi_fraud,Mumbai,432870,56,submitted
SX-101069,phishing,Jaipur,688756,49,resolved
SX-101070,phishing,Bengaluru,528981,17,resolved
SX-101071,scam_call,Jaipur,775773,26,submitted
SX-101072,counterfeit,Chennai,24879,61,resolved
SX-101073,upi_fraud,Chennai,307400,32,investigating
SX-101074,upi_fraud,Bengaluru,144222,29,submitted
SX-101075,scam_call,Pune,414415,43,submitted
SX-101076,counterfeit,Pune,789303,79,investigating
SX-101077,upi_fraud,Mumbai,287128,76,submitted
SX-101078,counterfeit,Pune,713360,15,investigating
SX-101079,counterfeit,Jaipur,277237,82,verified
SX-101080,scam_call,Lucknow,157859,85,resolved
SX-101081,phishing,Jaipur,136221,30,resolved
SX-101082,counterfeit,Lucknow,438304,87,resolved
SX-101083,counterfeit,Kolkata,455203,93,submitted
SX-101084,counterfeit,Mumbai,369137,56,submitted
SX-101085,counterfeit,Chennai,337405,74,resolved
SX-101086,upi_fraud,Central Delhi,411666,18,investigating
SX-101087,scam_call,Chennai,2193,93,resolved
SX-101088,scam_call,Lucknow,534356,71,investigating
SX-101089,upi_fraud,Bengaluru,679665,34,investigating
SX-101090,upi_fraud,Bengaluru,250097,97,resolved
SX-101091,digital_arrest,Mumbai,172120,83,investigating
SX-101092,phishing,Kolkata,333351,59,investigating
SX-101093,scam_call,Mumbai,548107,26,submitted
SX-101094,scam_call,Central Delhi,274753,52,submitted
SX-101095,digital_arrest,Lucknow,441304,40,resolved
SX-101096,phishing,Central Delhi,521650,25,investigating
SX-101097,upi_fraud,Bengaluru,150582,86,verified
SX-101098,phishing,Lucknow,74075,88,resolved
SX-101099,phishing,Jaipur,460849,30,investigating
SX-101100,upi_fraud,Kolkata,536142,60,investigating
SX-101101,counterfeit,Bengaluru,110808,94,submitted
SX-101102,counterfeit,Mumbai,390176,34,submitted
SX-101103,counterfeit,Central Delhi,424741,70,investigating
SX-101104,phishing,Lucknow,372765,21,resolved
SX-101105,phishing,Jaipur,504003,57,resolved
SX-101106,counterfeit,Mumbai,180342,73,submitted
SX-101107,counterfeit,Central Delhi,222227,29,verified
SX-101108,scam_call,Bengaluru,422217,43,investigating
SX-101109,digital_arrest,Mumbai,353638,35,investigating
SX-101110,counterfeit,Chennai,599666,97,investigating
SX-101111,counterfeit,Mumbai,613963,64,resolved
SX-101112,counterfeit,Kolkata,466265,95,verified
SX-101113,counterfeit,Lucknow,642301,56,verified
SX-101114,upi_fraud,Mumbai,198387,57,submitted
SX-101115,counterfeit,Jaipur,289681,94,verified
SX-101116,counterfeit,Chennai,224292,28,verified
SX-101117,phishing,Chennai,677130,75,resolved
SX-101118,counterfeit,Lucknow,678850,22,submitted
SX-101119,phishing,Central Delhi,696360,82,submitted
SX-101120,digital_arrest,Jaipur,530880,28,resolved
SX-101121,digital_arrest,Lucknow,690737,87,submitted
SX-101122,phishing,Lucknow,316121,67,submitted
SX-101123,upi_fraud,Pune,177514,33,verified
SX-101124,counterfeit,Lucknow,669607,69,investigating
SX-101125,digital_arrest,Lucknow,220197,21,resolved
SX-101126,phishing,Pune,436839,37,submitted
SX-101127,digital_arrest,Kolkata,375975,42,resolved
SX-101128,upi_fraud,Jaipur,445686,99,submitted
SX-101129,counterfeit,Bengaluru,266060,37,verified
SX-101130,digital_arrest,Mumbai,535669,83,investigating
SX-101131,upi_fraud,Bengaluru,59711,18,investigating
SX-101132,counterfeit,Lucknow,313561,34,investigating
SX-101133,digital_arrest,Chennai,667930,70,submitted
SX-101134,counterfeit,Lucknow,214129,90,resolved
SX-101135,phishing,Kolkata,653408,58,investigating
SX-101136,upi_fraud,Jaipur,434938,82,investigating
SX-101137,digital_arrest,Pune,251300,36,resolved
SX-101138,counterfeit,Pune,360764,30,investigating
SX-101139,counterfeit,Kolkata,662268,87,submitted
SX-101140,counterfeit,Lucknow,332426,90,verified
SX-101141,upi_fraud,Bengaluru,556217,17,resolved
SX-101142,counterfeit,Kolkata,108464,23,verified
SX-101143,scam_call,Pune,21767,76,investigating
SX-101144,digital_arrest,Chennai,569861,17,resolved
SX-101145,scam_call,Chennai,38614,46,verified
SX-101146,phishing,Chennai,735053,49,verified
SX-101147,digital_arrest,Chennai,576196,64,resolved
SX-101148,upi_fraud,Mumbai,784694,25,verified
SX-101149,phishing,Mumbai,746879,34,investigating
SX-101150,phishing,Pune,463967,79,verified
SX-101151,counterfeit,Central Delhi,152687,90,investigating
SX-101152,digital_arrest,Chennai,736353,85,submitted
SX-101153,digital_arrest,Jaipur,273234,86,investigating
SX-101154,digital_arrest,Pune,237172,71,resolved
SX-101155,upi_fraud,Kolkata,96047,67,submitted
SX-101156,phishing,Pune,70912,32,resolved
SX-101157,digital_arrest,Central Delhi,548471,62,resolved
SX-101158,phishing,Bengaluru,666987,60,submitted
SX-101159,phishing,Bengaluru,763349,58,resolved
SX-101160,phishing,Lucknow,434844,41,investigating
SX-101161,upi_fraud,Central Delhi,463649,97,verified
SX-101162,counterfeit,Lucknow,303219,90,verified
SX-101163,counterfeit,Pune,617051,48,investigating
SX-101164,scam_call,Kolkata,92234,51,verified
SX-101165,scam_call,Pune,201341,37,resolved
SX-101166,counterfeit,Bengaluru,587269,78,investigating
SX-101167,digital_arrest,Pune,605812,77,investigating
SX-101168,digital_arrest,Bengaluru,615199,68,submitted
SX-101169,phishing,Mumbai,332854,51,submitted
SX-101170,digital_arrest,Kolkata,159004,41,verified
SX-101171,counterfeit,Jaipur,143321,98,resolved
SX-101172,digital_arrest,Chennai,66909,73,verified
SX-101173,digital_arrest,Central Delhi,551419,68,resolved
SX-101174,phishing,Jaipur,777988,55,submitted
SX-101175,counterfeit,Bengaluru,515293,68,resolved
SX-101176,counterfeit,Jaipur,3952,89,investigating
SX-101177,scam_call,Mumbai,494238,64,verified
SX-101178,scam_call,Central Delhi,50431,55,investigating
SX-101179,counterfeit,Bengaluru,491501,22,investigating
SX-101180,digital_arrest,Chennai,597768,18,verified
SX-101181,digital_arrest,Pune,471105,83,submitted
SX-101182,upi_fraud,Central Delhi,4205,75,resolved
SX-101183,counterfeit,Central Delhi,482828,51,investigating
SX-101184,digital_arrest,Pune,165469,97,investigating
SX-101185,scam_call,Kolkata,630648,51,resolved
SX-101186,digital_arrest,Kolkata,151771,23,resolved
SX-101187,scam_call,Bengaluru,546300,86,resolved
SX-101188,counterfeit,Jaipur,787568,63,verified
SX-101189,phishing,Pune,739682,44,resolved
SX-101190,scam_call,Lucknow,387348,84,investigating
SX-101191,phishing,Mumbai,629378,76,resolved
SX-101192,digital_arrest,Mumbai,87830,59,verified
SX-101193,upi_fraud,Lucknow,404977,52,verified
SX-101194,counterfeit,Central Delhi,346499,93,verified
SX-101195,upi_fraud,Lucknow,122564,58,investigating
SX-101196,digital_arrest,Mumbai,245986,28,submitted
SX-101197,scam_call,Jaipur,652605,37,resolved
SX-101198,counterfeit,Central Delhi,26452,36,verified
SX-101199,scam_call,Mumbai,293625,35,investigating
SX-101200,digital_arrest,Central Delhi,228091,84,submitted
SX-101201,phishing,Lucknow,623605,86,investigating
SX-101202,upi_fraud,Chennai,730874,23,verified
SX-101203,counterfeit,Mumbai,415607,91,investigating
SX-101204,counterfeit,Chennai,486561,89,investigating
SX-101205,counterfeit,Lucknow,40457,66,submitted
SX-101206,upi_fraud,Central Delhi,254703,51,submitted
SX-101207,scam_call,Kolkata,172388,66,resolved
SX-101208,counterfeit,Lucknow,633168,77,resolved
SX-101209,phishing,Kolkata,631453,78,resolved
SX-101210,phishing,Chennai,463485,25,investigating
SX-101211,counterfeit,Pune,234667,87,resolved
SX-101212,digital_arrest,Lucknow,371638,67,verified
SX-101213,scam_call,Lucknow,25975,84,resolved
SX-101214,scam_call,Pune,183394,60,resolved
SX-101215,phishing,Pune,200439,38,resolved
SX-101216,phishing,Pune,679578,85,verified
SX-101217,phishing,Lucknow,745290,81,investigating
SX-101218,digital_arrest,Mumbai,498925,81,verified
SX-101219,counterfeit,Chennai,212682,95,investigating
SX-101220,scam_call,Lucknow,62645,61,verified
SX-101221,counterfeit,Lucknow,135059,46,submitted
SX-101222,upi_fraud,Pune,548304,59,resolved
SX-101223,upi_fraud,Bengaluru,352782,90,verified
SX-101224,phishing,Chennai,223045,37,verified
SX-101225,scam_call,Mumbai,300903,54,resolved
SX-101226,scam_call,Lucknow,787870,48,submitted
SX-101227,digital_arrest,Mumbai,646630,41,resolved
SX-101228,upi_fraud,Lucknow,467528,72,submitted
SX-101229,digital_arrest,Kolkata,168097,79,investigating
SX-101230,upi_fraud,Jaipur,208764,87,resolved
SX-101231,counterfeit,Bengaluru,407043,69,verified
SX-101232,counterfeit,Bengaluru,147323,70,resolved
SX-101233,digital_arrest,Chennai,573184,83,verified
SX-101234,upi_fraud,Lucknow,215337,92,resolved
SX-101235,scam_call,Pune,13014,90,submitted
SX-101236,counterfeit,Kolkata,140374,85,investigating
SX-101237,phishing,Mumbai,284301,89,verified
SX-101238,digital_arrest,Central Delhi,769019,75,resolved
SX-101239,phishing,Kolkata,63591,84,resolved
SX-101240,upi_fraud,Jaipur,777270,76,verified
SX-101241,counterfeit,Chennai,393596,86,resolved
SX-101242,digital_arrest,Mumbai,753922,21,resolved
SX-101243,digital_arrest,Chennai,488025,56,verified
SX-101244,counterfeit,Bengaluru,617160,46,verified
SX-101245,counterfeit,Kolkata,542919,84,investigating
SX-101246,counterfeit,Chennai,82583,87,verified
SX-101247,digital_arrest,Pune,660703,97,resolved
SX-101248,upi_fraud,Chennai,455614,78,resolved
SX-101249,digital_arrest,Jaipur,492855,57,verified
SX-101250,digital_arrest,Bengaluru,155432,60,investigating
SX-101251,counterfeit,Jaipur,40005,56,investigating
SX-101252,scam_call,Kolkata,213568,51,verified
SX-101253,scam_call,Mumbai,670752,21,submitted
SX-101254,scam_call,Pune,797278,89,verified
SX-101255,upi_fraud,Bengaluru,640726,30,submitted
SX-101256,upi_fraud,Mumbai,391469,51,resolved
SX-101257,digital_arrest,Jaipur,123784,76,verified
SX-101258,scam_call,Central Delhi,256372,74,investigating
SX-101259,phishing,Central Delhi,393331,48,verified
SX-101260,scam_call,Central Delhi,345258,83,verified
SX-101261,upi_fraud,Chennai,438975,96,submitted
SX-101262,scam_call,Chennai,441444,78,submitted
SX-101263,phishing,Jaipur,578953,95,resolved
SX-101264,phishing,Kolkata,246975,56,submitted
SX-101265,digital_arrest,Mumbai,347603,56,verified
SX-101266,scam_call,Chennai,38058,32,resolved
SX-101267,counterfeit,Central Delhi,203670,45,resolved
SX-101268,scam_call,Kolkata,301770,83,resolved
SX-101269,counterfeit,Jaipur,786012,15,investigating
SX-101270,scam_call,Pune,29969,52,investigating
SX-101271,scam_call,Mumbai,277830,88,investigating
SX-101272,digital_arrest,Lucknow,82873,83,submitted
SX-101273,scam_call,Mumbai,137475,81,submitted
SX-101274,phishing,Mumbai,614835,67,submitted
SX-101275,phishing,Mumbai,424190,95,verified
SX-101276,scam_call,Jaipur,711670,47,verified
SX-101277,digital_arrest,Chennai,643126,53,verified
SX-101278,phishing,Mumbai,208674,72,resolved
SX-101279,phishing,Lucknow,157683,54,verified
SX-101280,counterfeit,Kolkata,501957,75,resolved
SX-101281,counterfeit,Kolkata,361881,81,submitted
SX-101282,digital_arrest,Chennai,793830,31,verified
SX-101283,phishing,Chennai,669631,96,resolved
SX-101284,upi_fraud,Bengaluru,713280,47,submitted
SX-101285,scam_call,Pune,31358,18,resolved
SX-101286,counterfeit,Chennai,318730,82,verified
SX-101287,digital_arrest,Central Delhi,630331,27,submitted
SX-101288,phishing,Pune,398426,34,verified
SX-101289,counterfeit,Lucknow,17945,93,resolved
SX-101290,phishing,Mumbai,52988,39,investigating
SX-101291,counterfeit,Mumbai,262684,28,investigating
SX-101292,phishing,Central Delhi,636005,15,investigating
SX-101293,counterfeit,Mumbai,306517,76,submitted
SX-101294,counterfeit,Chennai,345259,86,investigating
SX-101295,scam_call,Pune,205855,98,verified
SX-101296,digital_arrest,Bengaluru,201251,85,resolved
SX-101297,digital_arrest,Lucknow,701423,34,submitted
SX-101298,scam_call,Mumbai,374489,89,verified
SX-101299,upi_fraud,Bengaluru,30181,81,investigating
SX-101300,counterfeit,Central Delhi,559400,80,verified
SX-101301,phishing,Bengaluru,74214,35,submitted
SX-101302,scam_call,Jaipur,692546,72,resolved
SX-101303,scam_call,Central Delhi,45065,55,investigating
SX-101304,upi_fraud,Kolkata,66800,58,verified
SX-101305,digital_arrest,Mumbai,439160,79,resolved
SX-101306,upi_fraud,Mumbai,467987,98,investigating
SX-101307,phishing,Central Delhi,629609,57,verified
SX-101308,scam_call,Kolkata,98452,49,investigating
SX-101309,scam_call,Kolkata,581284,91,resolved
SX-101310,upi_fraud,Central Delhi,168729,83,verified
SX-101311,scam_call,Lucknow,415504,67,submitted
SX-101312,counterfeit,Jaipur,105879,32,investigating
SX-101313,scam_call,Central Delhi,769149,53,verified
SX-101314,upi_fraud,Mumbai,427257,63,resolved
SX-101315,counterfeit,Bengaluru,573060,82,submitted
SX-101316,scam_call,Pune,14542,60,verified
SX-101317,digital_arrest,Central Delhi,471368,81,submitted
SX-101318,digital_arrest,Bengaluru,548319,77,verified
SX-101319,upi_fraud,Mumbai,110091,16,verified
SX-101320,scam_call,Lucknow,427880,80,resolved
SX-101321,phishing,Central Delhi,294456,59,verified
SX-101322,phishing,Lucknow,579249,83,investigating
SX-101323,scam_call,Bengaluru,46882,72,investigating
SX-101324,counterfeit,Pune,636980,66,verified
SX-101325,digital_arrest,Central Delhi,599097,76,verified
SX-101326,phishing,Mumbai,629497,75,investigating
SX-101327,phishing,Lucknow,299437,88,verified
SX-101328,scam_call,Jaipur,247152,27,submitted
SX-101329,upi_fraud,Chennai,286028,86,verified
SX-101330,upi_fraud,Lucknow,18159,52,investigating
SX-101331,upi_fraud,Central Delhi,370919,87,investigating
SX-101332,upi_fraud,Jaipur,172409,21,resolved
SX-101333,phishing,Chennai,58805,70,submitted
SX-101334,counterfeit,Jaipur,153366,81,verified
SX-101335,counterfeit,Kolkata,691968,60,investigating
SX-101336,counterfeit,Chennai,252098,32,resolved
SX-101337,upi_fraud,Mumbai,80606,29,submitted
SX-101338,upi_fraud,Chennai,541574,70,verified
SX-101339,digital_arrest,Jaipur,125136,30,investigating
SX-101340,counterfeit,Jaipur,2118,79,submitted
SX-101341,phishing,Lucknow,692458,82,submitted
SX-101342,upi_fraud,Bengaluru,130331,45,investigating
SX-101343,counterfeit,Pune,195104,75,investigating
SX-101344,upi_fraud,Bengaluru,467312,40,verified
SX-101345,counterfeit,Mumbai,274012,34,verified
SX-101346,counterfeit,Jaipur,143731,17,investigating
SX-101347,phishing,Kolkata,292934,32,verified
SX-101348,phishing,Lucknow,521288,16,submitted
SX-101349,counterfeit,Kolkata,624117,72,verified
SX-101350,digital_arrest,Bengaluru,630434,38,resolved
SX-101351,phishing,Lucknow,724983,59,investigating
SX-101352,upi_fraud,Kolkata,790179,27,resolved
SX-101353,scam_call,Mumbai,290811,79,investigating
SX-101354,upi_fraud,Chennai,49244,60,resolved
SX-101355,phishing,Jaipur,606564,20,verified
SX-101356,upi_fraud,Central Delhi,128168,26,submitted
SX-101357,upi_fraud,Kolkata,489227,20,submitted
SX-101358,phishing,Pune,473943,80,investigating
SX-101359,counterfeit,Bengaluru,656936,49,investigating
SX-101360,upi_fraud,Central Delhi,566659,19,resolved
SX-101361,phishing,Central Delhi,644288,62,resolved
SX-101362,digital_arrest,Jaipur,574439,15,verified
SX-101363,counterfeit,Chennai,474631,56,verified
SX-101364,upi_fraud,Chennai,583316,62,verified
SX-101365,upi_fraud,Central Delhi,661017,68,verified
SX-101366,upi_fraud,Mumbai,547550,89,investigating
SX-101367,upi_fraud,Kolkata,781737,96,verified
SX-101368,upi_fraud,Pune,696983,82,verified
SX-101369,phishing,Chennai,317054,75,investigating
SX-101370,counterfeit,Bengaluru,285341,36,submitted
SX-101371,upi_fraud,Chennai,348012,73,verified
SX-101372,digital_arrest,Kolkata,724940,97,resolved
SX-101373,digital_arrest,Chennai,175740,52,resolved
SX-101374,digital_arrest,Chennai,139390,21,submitted
SX-101375,upi_fraud,Bengaluru,242602,44,submitted
SX-101376,counterfeit,Mumbai,749912,91,investigating
SX-101377,phishing,Kolkata,699793,19,submitted
SX-101378,phishing,Central Delhi,141684,22,verified
SX-101379,phishing,Pune,125451,81,investigating
SX-101380,phishing,Pune,765554,19,resolved
SX-101381,upi_fraud,Lucknow,706789,89,verified
SX-101382,digital_arrest,Kolkata,154531,26,submitted
SX-101383,upi_fraud,Jaipur,357774,50,verified
SX-101384,counterfeit,Pune,508241,79,investigating
SX-101385,scam_call,Kolkata,40725,49,submitted
SX-101386,upi_fraud,Lucknow,374895,30,submitted
SX-101387,upi_fraud,Bengaluru,40353,74,resolved
SX-101388,upi_fraud,Kolkata,289055,22,investigating
SX-101389,scam_call,Jaipur,235570,84,submitted
SX-101390,upi_fraud,Pune,432953,56,submitted
SX-101391,scam_call,Pune,219992,67,resolved
SX-101392,counterfeit,Bengaluru,4675,66,verified
SX-101393,scam_call,Pune,295353,74,verified
SX-101394,digital_arrest,Bengaluru,698113,42,resolved
SX-101395,phishing,Chennai,263218,22,submitted
SX-101396,digital_arrest,Jaipur,717846,82,submitted
SX-101397,counterfeit,Chennai,627287,77,investigating
SX-101398,digital_arrest,Jaipur,182967,98,verified
SX-101399,digital_arrest,Kolkata,639998,37,verified
SX-101400,digital_arrest,Kolkata,287026,63,submitted
SX-101401,counterfeit,Lucknow,701638,54,resolved
SX-101402,upi_fraud,Kolkata,577937,74,resolved
SX-101403,upi_fraud,Central Delhi,256956,24,investigating
SX-101404,upi_fraud,Pune,677718,94,verified
SX-101405,digital_arrest,Pune,273891,62,investigating
SX-101406,counterfeit,Pune,286900,63,verified
SX-101407,upi_fraud,Central Delhi,407275,34,verified
SX-101408,phishing,Pune,68054,40,verified
SX-101409,upi_fraud,Kolkata,543017,97,resolved
SX-101410,upi_fraud,Kolkata,248678,51,verified
SX-101411,upi_fraud,Chennai,64173,43,resolved
SX-101412,upi_fraud,Jaipur,261977,94,verified
SX-101413,upi_fraud,Bengaluru,18451,71,investigating
SX-101414,upi_fraud,Jaipur,387172,58,investigating
SX-101415,digital_arrest,Bengaluru,581487,15,submitted
SX-101416,scam_call,Bengaluru,150790,78,investigating
SX-101417,phishing,Mumbai,270380,60,resolved
SX-101418,digital_arrest,Pune,417689,66,verified
SX-101419,upi_fraud,Lucknow,567887,72,resolved
SX-101420,phishing,Kolkata,338755,25,verified
SX-101421,counterfeit,Pune,160247,32,resolved
SX-101422,scam_call,Kolkata,537582,49,resolved
SX-101423,upi_fraud,Mumbai,756684,74,verified
SX-101424,phishing,Kolkata,613919,59,verified
SX-101425,digital_arrest,Mumbai,528155,36,verified
SX-101426,counterfeit,Lucknow,765064,43,investigating
SX-101427,upi_fraud,Mumbai,487357,74,verified
SX-101428,scam_call,Mumbai,188715,34,investigating
SX-101429,scam_call,Kolkata,382493,24,verified
SX-101430,phishing,Mumbai,496140,79,submitted
SX-101431,scam_call,Pune,731846,44,submitted
SX-101432,phishing,Central Delhi,419498,34,submitted
SX-101433,scam_call,Jaipur,535149,85,verified
SX-101434,counterfeit,Central Delhi,336743,89,verified
SX-101435,upi_fraud,Central Delhi,380531,27,submitted
SX-101436,scam_call,Mumbai,783865,41,investigating
SX-101437,upi_fraud,Jaipur,116956,27,verified
SX-101438,digital_arrest,Jaipur,549240,27,submitted
SX-101439,digital_arrest,Pune,755609,99,investigating
SX-101440,scam_call,Central Delhi,131430,77,submitted
SX-101441,phishing,Central Delhi,76440,26,verified
SX-101442,phishing,Chennai,377583,54,submitted
SX-101443,upi_fraud,Pune,693936,24,verified
SX-101444,upi_fraud,Bengaluru,690109,96,verified
SX-101445,upi_fraud,Lucknow,704482,18,submitted
SX-101446,upi_fraud,Central Delhi,542293,64,verified
SX-101447,scam_call,Kolkata,448313,32,submitted
SX-101448,phishing,Chennai,337825,62,investigating
SX-101449,phishing,Lucknow,430753,89,submitted
SX-101450,scam_call,Bengaluru,277124,98,resolved
SX-101451,scam_call,Pune,662368,60,investigating
SX-101452,digital_arrest,Chennai,507596,78,resolved
SX-101453,phishing,Chennai,162838,41,verified
SX-101454,phishing,Jaipur,385551,78,resolved
SX-101455,digital_arrest,Pune,155413,61,submitted
SX-101456,scam_call,Chennai,409198,44,investigating
SX-101457,digital_arrest,Lucknow,392294,93,investigating
SX-101458,counterfeit,Kolkata,548909,47,resolved
SX-101459,scam_call,Chennai,150140,60,investigating
SX-101460,phishing,Mumbai,553173,38,submitted
SX-101461,counterfeit,Kolkata,24835,28,verified
SX-101462,phishing,Chennai,661325,26,resolved
SX-101463,digital_arrest,Lucknow,146290,83,resolved
SX-101464,digital_arrest,Lucknow,648455,65,verified
SX-101465,phishing,Lucknow,71204,51,verified
SX-101466,digital_arrest,Central Delhi,411514,17,verified
SX-101467,scam_call,Chennai,666439,72,verified
SX-101468,scam_call,Jaipur,764555,75,investigating
SX-101469,digital_arrest,Bengaluru,288284,81,resolved
SX-101470,upi_fraud,Jaipur,93957,25,submitted
SX-101471,counterfeit,Lucknow,83379,96,submitted
SX-101472,scam_call,Jaipur,239857,49,submitted
SX-101473,phishing,Jaipur,377505,59,verified
SX-101474,counterfeit,Mumbai,662153,45,resolved
SX-101475,digital_arrest,Pune,635656,70,verified
SX-101476,counterfeit,Chennai,269908,89,submitted
SX-101477,scam_call,Chennai,430036,45,verified
SX-101478,digital_arrest,Bengaluru,542786,70,resolved
SX-101479,scam_call,Central Delhi,771531,54,submitted
SX-101480,upi_fraud,Kolkata,476693,43,resolved
SX-101481,phishing,Bengaluru,509341,15,verified
SX-101482,digital_arrest,Lucknow,318700,17,resolved
SX-101483,counterfeit,Bengaluru,187460,28,resolved
SX-101484,counterfeit,Lucknow,157961,22,verified
SX-101485,scam_call,Kolkata,309497,86,submitted
SX-101486,digital_arrest,Pune,251362,60,resolved
SX-101487,digital_arrest,Bengaluru,599941,20,investigating
SX-101488,upi_fraud,Lucknow,669912,57,verified
SX-101489,phishing,Bengaluru,245180,28,resolved
SX-101490,phishing,Lucknow,378201,82,resolved
SX-101491,counterfeit,Mumbai,288044,47,resolved
SX-101492,counterfeit,Mumbai,56576,94,submitted
SX-101493,upi_fraud,Jaipur,449581,49,verified
SX-101494,upi_fraud,Central Delhi,380513,83,verified
SX-101495,counterfeit,Pune,448587,81,investigating
SX-101496,upi_fraud,Jaipur,218817,54,resolved
SX-101497,phishing,Central Delhi,739821,47,verified
SX-101498,digital_arrest,Jaipur,687978,69,investigating
SX-101499,digital_arrest,Central Delhi,271233,21,submitted
SX-101500,phishing,Jaipur,164648,67,submitted
SX-101501,counterfeit,Central Delhi,698288,47,verified
SX-101502,digital_arrest,Lucknow,74456,59,submitted
SX-101503,upi_fraud,Pune,669720,47,investigating
SX-101504,digital_arrest,Lucknow,547463,21,investigating
SX-101505,digital_arrest,Pune,591831,52,investigating
SX-101506,phishing,Pune,321730,85,resolved
SX-101507,counterfeit,Central Delhi,548758,81,verified
SX-101508,digital_arrest,Lucknow,55132,59,verified
SX-101509,digital_arrest,Chennai,428676,63,investigating
SX-101510,phishing,Bengaluru,385104,84,resolved
SX-101511,counterfeit,Pune,205024,49,investigating
SX-101512,counterfeit,Jaipur,685178,34,verified
SX-101513,scam_call,Jaipur,348067,88,investigating
SX-101514,phishing,Mumbai,586998,56,verified
SX-101515,phishing,Central Delhi,399706,91,verified
SX-101516,upi_fraud,Central Delhi,509702,87,investigating
SX-101517,phishing,Pune,613883,34,resolved
SX-101518,counterfeit,Jaipur,692251,97,submitted
SX-101519,digital_arrest,Pune,644024,62,submitted
SX-101520,digital_arrest,Mumbai,575151,57,submitted
SX-101521,digital_arrest,Jaipur,359361,15,investigating
SX-101522,phishing,Lucknow,302837,60,verified
SX-101523,counterfeit,Bengaluru,662582,42,submitted
SX-101524,phishing,Jaipur,251530,82,submitted
SX-101525,counterfeit,Central Delhi,716799,53,resolved
SX-101526,phishing,Lucknow,439480,46,submitted
SX-101527,scam_call,Central Delhi,267397,37,investigating
SX-101528,digital_arrest,Pune,542290,39,resolved
SX-101529,scam_call,Central Delhi,510317,22,submitted
SX-101530,digital_arrest,Chennai,511900,59,verified
SX-101531,counterfeit,Pune,247083,91,submitted
SX-101532,digital_arrest,Mumbai,15955,71,verified
SX-101533,digital_arrest,Lucknow,303209,21,submitted
SX-101534,scam_call,Jaipur,752866,81,verified
SX-101535,digital_arrest,Chennai,39702,84,submitted
SX-101536,upi_fraud,Kolkata,285149,98,investigating
SX-101537,scam_call,Pune,9042,67,investigating
SX-101538,digital_arrest,Pune,390212,15,verified
SX-101539,upi_fraud,Mumbai,281379,51,resolved
SX-101540,counterfeit,Mumbai,582297,59,investigating
SX-101541,digital_arrest,Jaipur,35937,40,resolved
SX-101542,phishing,Lucknow,70142,76,submitted
SX-101543,scam_call,Mumbai,412358,52,verified
SX-101544,phishing,Kolkata,241619,18,verified
SX-101545,phishing,Jaipur,155811,64,investigating
SX-101546,counterfeit,Kolkata,342248,87,resolved
SX-101547,digital_arrest,Kolkata,249923,52,resolved
SX-101548,scam_call,Kolkata,135119,65,verified
SX-101549,digital_arrest,Kolkata,685094,32,investigating
SX-101550,phishing,Kolkata,531931,22,submitted
SX-101551,phishing,Central Delhi,260393,38,submitted
SX-101552,counterfeit,Mumbai,643181,76,verified
SX-101553,phishing,Lucknow,624252,46,submitted
SX-101554,digital_arrest,Bengaluru,235330,25,resolved
SX-101555,digital_arrest,Chennai,588342,36,resolved
SX-101556,upi_fraud,Bengaluru,261388,86,verified
SX-101557,scam_call,Pune,523564,68,verified
SX-101558,scam_call,Chennai,191201,57,submitted
SX-101559,phishing,Kolkata,337984,39,investigating
SX-101560,counterfeit,Kolkata,60016,30,resolved
SX-101561,scam_call,Lucknow,37059,21,investigating
SX-101562,scam_call,Lucknow,736713,86,submitted
SX-101563,scam_call,Mumbai,169625,31,submitted
SX-101564,upi_fraud,Pune,310157,33,resolved
SX-101565,scam_call,Chennai,118660,98,submitted
SX-101566,counterfeit,Jaipur,496905,97,investigating
SX-101567,phishing,Pune,565037,15,submitted
SX-101568,upi_fraud,Central Delhi,165022,87,investigating
SX-101569,phishing,Chennai,760175,91,resolved
SX-101570,digital_arrest,Mumbai,711216,17,investigating
SX-101571,digital_arrest,Kolkata,337414,74,submitted
SX-101572,phishing,Lucknow,401677,29,verified
SX-101573,scam_call,Central Delhi,67975,77,submitted
SX-101574,counterfeit,Mumbai,157443,96,verified
SX-101575,digital_arrest,Mumbai,712975,22,resolved
SX-101576,counterfeit,Pune,563350,58,investigating
SX-101577,scam_call,Lucknow,718241,89,submitted
SX-101578,counterfeit,Lucknow,92928,30,submitted
SX-101579,phishing,Mumbai,565494,40,submitted
SX-101580,scam_call,Chennai,660372,98,submitted
SX-101581,scam_call,Mumbai,557909,25,resolved
SX-101582,upi_fraud,Chennai,550240,60,investigating
SX-101583,phishing,Central Delhi,457494,18,resolved
SX-101584,upi_fraud,Mumbai,275580,97,verified
